#Number,Rarity Rank,Rarity Percent
4809,1723,0.00000465371793271257%
1048,1724,0.00000465442367913771%
1887,1725,0.00000465460584656729%
2932,1726,0.00000465508459893106%
818,1727,0.00000465756719889256%
4248,1728,0.00000465976987111410%
2221,1729,0.00000466270352156411%
25,1730,0.00000466782553098220%
1809,1731,0.00000466865263467084%
3317,1732,0.00000466989298094674%
4651,1733,0.00000467326632004941%
3591,1734,0.00000467573263137997%
300,1735,0.00000467574100595511%
4592,1736,0.00000468369168854169%
2121,1737,0.00000469186622839758%
1650,1738,0.00000469743099143240%
1176,1739,0.00000469855262056267%
427,1740,0.00000470122316491483%
3146,1741,0.00000470630236083637%
3366,1742,0.00000470812736402289%
4709,1743,0.00000471059890462252%
4456,1744,0.00000471155431154226%
3180,1745,0.00000471454010907420%
2633,1746,0.00000471573103504698%
3059,1747,0.00000471639451090853%
327,1748,0.00000471949595094818%
3900,1749,0.00000472147790373695%
3164,1750,0.00000472242533158411%
94,1751,0.00000472306086986046%
1507,1752,0.00000472853415500399%
3750,1753,0.00000473658103905215%
1757,1754,0.00000473757136642420%
4354,1755,0.00000473996800087115%
3003,1756,0.00000474302272443579%
1481,1757,0.00000474649173522631%
2094,1758,0.00000474700484745382%
3881,1759,0.00000474719100148732%
712,1760,0.00000474735402028813%
4618,1761,0.00000475284218147870%
4935,1762,0.00000475452284226703%
4314,1763,0.00000475848313355189%
345,1764,0.00000475851402755127%
294,1765,0.00000475927738718676%
3649,1766,0.00000476249673426808%
1946,1767,0.00000476324232438187%
1305,1768,0.00000476329195152040%
1766,1769,0.00000476401896212358%
2836,1770,0.00000477786004097794%
4987,1771,0.00000478082484741497%
1822,1772,0.00000479579043273670%
3344,1773,0.00000480002164820054%
4094,1774,0.00000480081704164752%
3803,1775,0.00000480284430618698%
4915,1776,0.00000480616244734729%
456,1777,0.00000480629840325817%
1888,1778,0.00000481416245747085%
776,1779,0.00000481445196652262%
1389,1780,0.00000482225079797703%
2351,1781,0.00000482232221862601%
2884,1782,0.00000482693389456215%
1800,1783,0.00000482877233625576%
1060,1784,0.00000483315854390128%
4438,1785,0.00000483474391395333%
3683,1786,0.00000483581449344628%
1044,1787,0.00000483597740459226%
2340,1788,0.00000484145292875699%
1580,1789,0.00000484307761778448%
3892,1790,0.00000484895714234158%
1179,1791,0.00000485183595608942%
2180,1792,0.00000485560885314577%
1307,1793,0.00000485867513183992%
2546,1794,0.00000486283184544134%
2416,1795,0.00000487251913633172%
1425,1796,0.00000487291500627112%
299,1797,0.00000487315556518668%
1645,1798,0.00000488441916353312%
3846,1799,0.00000488620502523020%
2205,1800,0.00000488804358418294%
2225,1801,0.00000489153080219270%
4804,1802,0.00000489367111488334%
2957,1803,0.00000490194046376645%
3151,1804,0.00000490199022811708%
4890,1805,0.00000490475030137867%
4003,1806,0.00000490572128953852%
1352,1807,0.00000490679621605202%
4338,1808,0.00000490947379016073%
647,1809,0.00000491051333110096%
872,1810,0.00000491462324137835%
4229,1811,0.00000491496432065045%
4475,1812,0.00000491520529311356%
1803,1813,0.00000491693809354446%
3235,1814,0.00000491740084139746%
4473,1815,0.00000491799984472428%
3395,1816,0.00000491923338891444%
4756,1817,0.00000492303501985348%
2019,1818,0.00000492592120411713%
3378,1819,0.00000493049551132550%
629,1820,0.00000493635096321272%
1157,1821,0.00000493825887278980%
303,1822,0.00000494069346934956%
3566,1823,0.00000494113110891761%
3100,1824,0.00000494947310805115%
2672,1825,0.00000495808605051020%
4042,1826,0.00000496186059460206%
2840,1827,0.00000496561932169710%
3258,1828,0.00000497422190974249%
4273,1829,0.00000497454463014541%
5003,1830,0.00000497534432927851%
2737,1831,0.00000497909694735442%
2933,1832,0.00000498612484959039%
618,1833,0.00000498856238098054%
101,1834,0.00000499941335769178%
1786,1835,0.00000500152702808610%
4262,1836,0.00000501200823073935%
1997,1837,0.00000501914368866752%
1959,1838,0.00000501929711706614%
1183,1839,0.00000503315283468239%
3763,1840,0.00000503903038702650%
2038,1841,0.00000504170876802756%
4806,1842,0.00000504422817818350%
2987,1843,0.00000504612110524767%
4043,1844,0.00000504946550849654%
2976,1845,0.00000505025936355690%
1554,1846,0.00000505076596501553%
4160,1847,0.00000505382059233749%
880,1848,0.00000505547336994714%
4192,1849,0.00000505733500492755%
998,1850,0.00000505771402102211%
3724,1851,0.00000505882026677545%
15,1852,0.00000505962839560560%
826,1853,0.00000506027667467305%
4358,1854,0.00000506036984751783%
2738,1855,0.00000506252098517998%
4854,1856,0.00000506436499243767%
4172,1857,0.00000506503204836774%
411,1858,0.00000506506629972080%
2111,1859,0.00000507660577983873%
1697,1860,0.00000507725895294991%
1387,1861,0.00000508344354620469%
451,1862,0.00000508535653406736%
124,1863,0.00000508764938320096%
1485,1864,0.00000509028248321267%
5005,1865,0.00000509171063878131%
2539,1866,0.00000509522152335303%
516,1867,0.00000509825928557995%
2848,1868,0.00000510322150603818%
1107,1869,0.00000510375427948633%
3135,1870,0.00000510486625342484%
3441,1871,0.00000511234872461623%
301,1872,0.00000511297585916551%
4573,1873,0.00000511605846537885%
4648,1874,0.00000511846643191539%
2338,1875,0.00000511867758932434%
4047,1876,0.00000512947649069803%
85,1877,0.00000513848654126386%
1907,1878,0.00000514096010575962%
902,1879,0.00000514650179091958%
2124,1880,0.00000514727761212201%
1225,1881,0.00000514782892031844%
4617,1882,0.00000514869444222872%
492,1883,0.00000515041985116717%
3530,1884,0.00000515421849662258%
2968,1885,0.00000515539740361776%
3442,1886,0.00000516482351874962%
1409,1887,0.00000516702770118943%
2406,1888,0.00000516854897529723%
4833,1889,0.00000516944136488353%
1483,1890,0.00000516988509611035%
315,1891,0.00000517995362190508%
2157,1892,0.00000518114846393832%
3690,1893,0.00000518123327449960%
2808,1894,0.00000519107011940347%
4672,1895,0.00000519679923326649%
3660,1896,0.00000519919858963275%
4633,1897,0.00000520352684303940%
1988,1898,0.00000520391387882667%
2467,1899,0.00000520474197128886%
510,1900,0.00000520732721881072%
4238,1901,0.00000521056030237363%
917,1902,0.00000521078374298195%
238,1903,0.00000521094494841641%
1095,1904,0.00000521300248477173%
5010,1905,0.00000521311133529585%
2925,1906,0.00000521630800834491%
4078,1907,0.00000521690825282149%
1064,1908,0.00000522399285235603%
4817,1909,0.00000523199467569105%
3306,1910,0.00000523765201761320%
2995,1911,0.00000523801889122386%
4280,1912,0.00000523933686449111%
1223,1913,0.00000524335626390806%
1688,1914,0.00000525148648976897%
1177,1915,0.00000525208601015794%
2596,1916,0.00000525515970227141%
3400,1917,0.00000525852451213719%
2215,1918,0.00000526558279321360%
1761,1919,0.00000526561038711811%
4368,1920,0.00000526906042337639%
1103,1921,0.00000527739173523165%
1099,1922,0.00000528636534061202%
379,1923,0.00000528809905372552%
3991,1924,0.00000529678472961613%
4783,1925,0.00000530698646129147%
3301,1926,0.00000531672333440669%
1396,1927,0.00000531739775913443%
2375,1928,0.00000531822859444593%
199,1929,0.00000532501144875269%
1453,1930,0.00000533056826881408%
2963,1931,0.00000533204946217500%
2482,1932,0.00000533422095823359%
1533,1933,0.00000533492535544021%
1122,1934,0.00000533866858997617%
2753,1935,0.00000534125816728602%
4284,1936,0.00000534320641460969%
4399,1937,0.00000534846139581030%
3240,1938,0.00000535251831390168%
369,1939,0.00000535979264054326%
3063,1940,0.00000536320127881183%
4866,1941,0.00000536488587226693%
447,1942,0.00000536572914304207%
1967,1943,0.00000537237154441418%
4241,1944,0.00000537413441530705%
751,1945,0.00000537639186765307%
1126,1946,0.00000537840937029517%
2087,1947,0.00000537925956034354%
129,1948,0.00000538358136303455%
1586,1949,0.00000538817727776951%
41,1950,0.00000539391159261498%
793,1951,0.00000539786353872443%
4944,1952,0.00000540377700152585%
2457,1953,0.00000540485934115617%
4387,1954,0.00000541095571301850%
4997,1955,0.00000541258554332179%
529,1956,0.00000541953228323911%
2940,1957,0.00000542128643154042%
1472,1958,0.00000542395007586635%
1795,1959,0.00000542573272918263%
4962,1960,0.00000542584035991686%
1081,1961,0.00000543343515469939%
148,1962,0.00000544164780567871%
325,1963,0.00000544405043497694%
728,1964,0.00000544974039612591%
3745,1965,0.00000545128179261217%
421,1966,0.00000545134581650072%
3873,1967,0.00000545557523089360%
2819,1968,0.00000546060263985869%
4812,1969,0.00000546340464874149%
1504,1970,0.00000546463491773707%
3177,1971,0.00000546665402830529%
4999,1972,0.00000546802891431060%
779,1973,0.00000547578603545575%
444,1974,0.00000547635917363045%
181,1975,0.00000547668843921901%
1201,1976,0.00000547752767034015%
4283,1977,0.00000548590537507616%
1353,1978,0.00000548891350168978%
1570,1979,0.00000549018168452444%
1497,1980,0.00000549820271549653%
2396,1981,0.00000549953919887571%
210,1982,0.00000550219161679820%
196,1983,0.00000550492476504115%
146,1984,0.00000550939188251838%
1429,1985,0.00000550975305034311%
3312,1986,0.00000551088939404762%
4345,1987,0.00000551494409289222%
3181,1988,0.00000552088334716301%
3648,1989,0.00000552586465445416%
190,1990,0.00000554657358949832%
4918,1991,0.00000554834255704796%
4683,1992,0.00000554834425361213%
295,1993,0.00000554877290733392%
3653,1994,0.00000554993616623507%
2027,1995,0.00000555158461231755%
4462,1996,0.00000555179764002111%
980,1997,0.00000555362757230214%
212,1998,0.00000555588089839695%
2889,1999,0.00000556431950899897%
3669,2000,0.00000556502212372254%
4647,2001,0.00000557225457047810%
1120,2002,0.00000557248786230246%
1119,2003,0.00000557398355238113%
3603,2004,0.00000557515393648176%
4411,2005,0.00000557517390047116%
1293,2006,0.00000557556702485845%
292,2007,0.00000557826967968872%
1690,2008,0.00000557836433219736%
2666,2009,0.00000558293944543510%
3111,2010,0.00000558459191677487%
2663,2011,0.00000558590937840287%
2418,2012,0.00000558613027486883%
3050,2013,0.00000558630157257594%
1146,2014,0.00000559279722657503%
3197,2015,0.00000559305083368111%
1215,2016,0.00000559685649506353%
1166,2017,0.00000559778818119709%
2980,2018,0.00000560039110781466%
2548,2019,0.00000561023825217562%
2575,2020,0.00000562058438256061%
4051,2021,0.00000562248245298879%
3626,2022,0.00000562874624920203%
4144,2023,0.00000562956051938948%
3890,2024,0.00000563418437008980%
2398,2025,0.00000563434321096624%
1841,2026,0.00000563855651344189%
1724,2027,0.00000564594763015498%
2010,2028,0.00000564768532075910%
2768,2029,0.00000564803133437383%
1362,2030,0.00000564890345965048%
2818,2031,0.00000565828482924221%
2541,2032,0.00000566115993371200%
3735,2033,0.00000566311844657823%
1009,2034,0.00000566401280769379%
3307,2035,0.00000566818347090364%
3316,2036,0.00000567154252739359%
656,2037,0.00000567534054159375%
2801,2038,0.00000568920993832179%
11,2039,0.00000569108570065377%
4062,2040,0.00000569364724942989%
4436,2041,0.00000569388172104142%
4045,2042,0.00000569527034214958%
4495,2043,0.00000569583746891115%
3453,2044,0.00000569634483210479%
3457,2045,0.00000569920291393905%
1979,2046,0.00000570046638412860%
4001,2047,0.00000570887627547750%
3213,2048,0.00000571274459615717%
4113,2049,0.00000572107634290733%
3531,2050,0.00000572203177395189%
2600,2051,0.00000572628151054259%
777,2052,0.00000573326509047197%
562,2053,0.00000573451626537992%
4928,2054,0.00000573540211114181%
121,2055,0.00000573645742915052%
2629,2056,0.00000573929497347981%
2132,2057,0.00000574357987539005%
76,2058,0.00000575129243418780%
3942,2059,0.00000575197258985130%
3788,2060,0.00000575259506467179%
2025,2061,0.00000575489854331219%
2116,2062,0.00000576526689376420%
2030,2063,0.00000576994801115797%
3386,2064,0.00000577011123047196%
2350,2065,0.00000577623872917846%
285,2066,0.00000578149566109531%
687,2067,0.00000578249429888087%
4466,2068,0.00000578403998344047%
2052,2069,0.00000578500767339741%
2177,2070,0.00000578932537311871%
133,2071,0.00000579285972178935%
3045,2072,0.00000579448425171421%
1149,2073,0.00000579929168338992%
3088,2074,0.00000580086267919436%
2532,2075,0.00000580448502278282%
271,2076,0.00000580462693614107%
1861,2077,0.00000580770185815420%
583,2078,0.00000581512933601084%
1871,2079,0.00000581601205973043%
2477,2080,0.00000581634457255595%
2503,2081,0.00000581686435391451%
4318,2082,0.00000582293234645261%
4100,2083,0.00000582332490982744%
4376,2084,0.00000582490576305470%
3464,2085,0.00000582667022539309%
3971,2086,0.00000582980281726406%
4794,2087,0.00000583086652274378%
2522,2088,0.00000583452339468578%
2332,2089,0.00000583474303035921%
1137,2090,0.00000584026481375671%
3947,2091,0.00000584208762256273%
3730,2092,0.00000584239485719611%
4929,2093,0.00000584513220683211%
1856,2094,0.00000584796700130680%
4789,2095,0.00000585208460105126%
263,2096,0.00000585526181352860%
2986,2097,0.00000586047822613001%
1222,2098,0.00000586113796710142%
153,2099,0.00000586129698814497%
442,2100,0.00000586668539978461%
2873,2101,0.00000586802564828741%
107,2102,0.00000586852235250658%
4464,2103,0.00000588540428299780%
2200,2104,0.00000588565012211511%
1920,2105,0.00000588934671427577%
3010,2106,0.00000589139320535935%
981,2107,0.00000589332733201929%
578,2108,0.00000589648874299123%
1953,2109,0.00000589743239205806%
4747,2110,0.00000589844076920071%
2667,2111,0.00000590065985415412%
3060,2112,0.00000592647020661585%
1643,2113,0.00000593797585606528%
2471,2114,0.00000593933546355119%
2486,2115,0.00000594169816157762%
249,2116,0.00000594766948305345%
104,2117,0.00000594937973901395%
4470,2118,0.00000595310202356947%
2265,2119,0.00000596042936298224%
2945,2120,0.00000597676887666806%
3262,2121,0.00000598010726982920%
4341,2122,0.00000598222973253017%
710,2123,0.00000599312486123030%
2263,2124,0.00000599986649347489%
3098,2125,0.00000600181273621877%
1058,2126,0.00000600384531393628%
1748,2127,0.00000600819488967848%
3219,2128,0.00000601639139108430%
1328,2129,0.00000602235931723178%
1443,2130,0.00000602727868485515%
3398,2131,0.00000603075100288126%
4952,2132,0.00000605501955068221%
2909,2133,0.00000605708727600092%
3350,2134,0.00000605713998117182%
4911,2135,0.00000606357606585519%
1658,2136,0.00000606697125405842%
2048,2137,0.00000607608584621348%
905,2138,0.00000607838227689053%
1326,2139,0.00000607903106540541%
3767,2140,0.00000607918854422359%
3907,2141,0.00000609362696040063%
4818,2142,0.00000609408843134617%
3775,2143,0.00000609470149807944%
4049,2144,0.00000609547297836485%
3550,2145,0.00000610190215034746%
2210,2146,0.00000611106343195483%
1635,2147,0.00000611133860060742%
2095,2148,0.00000611413234052353%
3161,2149,0.00000611542683357953%
2450,2150,0.00000611854191031433%
3568,2151,0.00000611880125250383%
2571,2152,0.00000612031589830784%
4429,2153,0.00000612951180898807%
2504,2154,0.00000612981491975293%
4957,2155,0.00000613282844849795%
2949,2156,0.00000613568344831062%
2012,2157,0.00000613609079469761%
1383,2158,0.00000614726653232279%
3127,2159,0.00000614777757923756%
2817,2160,0.00000615179416004074%
2392,2161,0.00000615555667723488%
1226,2162,0.00000615968609292776%
4777,2163,0.00000616045205473188%
4695,2164,0.00000616288024733515%
775,2165,0.00000616686898339311%
4771,2166,0.00000616700560861385%
821,2167,0.00000616701221487427%
657,2168,0.00000617521561125112%
1670,2169,0.00000618418118566727%
2832,2170,0.00000618532471901875%
3314,2171,0.00000619171079583589%
1895,2172,0.00000619407136084679%
1928,2173,0.00000619805118367414%
4149,2174,0.00000619908809301252%
4849,2175,0.00000619911264892964%
262,2176,0.00000620042351895684%
1604,2177,0.00000620102312147010%
3637,2178,0.00000621202545542503%
99,2179,0.00000621701304044742%
881,2180,0.00000621853916782138%
1096,2181,0.00000622006279910878%
3886,2182,0.00000622034810230383%
3619,2183,0.00000622308041982115%
1457,2184,0.00000622947312975054%
4753,2185,0.00000623694603999923%
2403,2186,0.00000624080619104250%
4556,2187,0.00000624101976919886%
857,2188,0.00000624350736042621%
3118,2189,0.00000624393697367948%
175,2190,0.00000624398120004041%
2211,2191,0.00000625322113201595%
2813,2192,0.00000626492025149476%
994,2193,0.00000627135781657862%
2268,2194,0.00000627791653757232%
908,2195,0.00000629456734080248%
4563,2196,0.00000629519491680007%
4746,2197,0.00000630378976354213%
4236,2198,0.00000630705130945236%
4732,2199,0.00000630846934496238%
652,2200,0.00000630977425635854%
4594,2201,0.00000631313140255868%
3868,2202,0.00000631406266135101%
3720,2203,0.00000631600594400342%
4351,2204,0.00000631799791738789%
830,2205,0.00000631962151333439%
877,2206,0.00000632199740106454%
4931,2207,0.00000632367996167246%
646,2208,0.00000632372762823331%
730,2209,0.00000632440877416941%
2312,2210,0.00000632837236735440%
4614,2211,0.00000633093282014305%
1909,2212,0.00000633884647657291%
1515,2213,0.00000633965291674613%
4986,2214,0.00000634019460826805%
1257,2215,0.00000634283801378861%
4145,2216,0.00000634361788927184%
3019,2217,0.00000634822100592069%
4608,2218,0.00000635344445153184%
2391,2219,0.00000635628134051018%
1518,2220,0.00000636671458404544%
3493,2221,0.00000636828771464064%
2465,2222,0.00000637359538075666%
2529,2223,0.00000637822480436608%
1783,2224,0.00000638499854617809%
1862,2225,0.00000638513104815109%
1539,2226,0.00000638741812862626%
4013,2227,0.00000638859892130430%
4202,2228,0.00000639439164520948%
4914,2229,0.00000639977834639096%
3032,2230,0.00000641586965487341%
1534,2231,0.00000641934234890535%
808,2232,0.00000642195829341001%
601,2233,0.00000642358816380065%
3954,2234,0.00000642391224768840%
4215,2235,0.00000642779032744220%
34,2236,0.00000643063264016314%
2371,2237,0.00000643180419000113%
930,2238,0.00000643606870973641%
1938,2239,0.00000643690550307867%
1607,2240,0.00000644199679917850%
1216,2241,0.00000644243741311007%
4347,2242,0.00000644422166028358%
761,2243,0.00000645683819503587%
532,2244,0.00000646197980902362%
851,2245,0.00000646719588632655%
3528,2246,0.00000646777415476935%
3001,2247,0.00000648057385375262%
2747,2248,0.00000648262148154799%
4082,2249,0.00000648541958898328%
297,2250,0.00000648865336275533%
4053,2251,0.00000650138130366259%
4607,2252,0.00000650585911366183%
4204,2253,0.00000651250202756942%
1597,2254,0.00000651807913647285%
3216,2255,0.00000652377939010381%
4119,2256,0.00000653096053954599%
914,2257,0.00000653547852562192%
1041,2258,0.00000654334739122262%
2637,2259,0.00000654350556951960%
1132,2260,0.00000654686391282837%
302,2261,0.00000654698534772261%
2854,2262,0.00000655634979213113%
3979,2263,0.00000655762770868368%
2286,2264,0.00000656043306363709%
1413,2265,0.00000656087744875782%
1636,2266,0.00000657299329108930%
3361,2267,0.00000657807058625821%
4256,2268,0.00000658135212012132%
131,2269,0.00000658727644137169%
4109,2270,0.00000658941567826895%
4985,2271,0.00000659064841658412%
1605,2272,0.00000659232145638773%
2244,2273,0.00000659368113142330%
467,2274,0.00000660333946555037%
3778,2275,0.00000660424194141116%
2930,2276,0.00000661452809674950%
4074,2277,0.00000661452809674950%
3245,2278,0.00000661852888062519%
4180,2279,0.00000662028866873599%
1737,2280,0.00000662360339942252%
4335,2281,0.00000662800389139792%
4117,2282,0.00000662871815451930%
4353,2283,0.00000662975388166640%
4560,2284,0.00000663127205047968%
3178,2285,0.00000663269209245550%
2659,2286,0.00000663622830287734%
4518,2287,0.00000664115689829895%
920,2288,0.00000664812194753468%
1284,2289,0.00000664888686641477%
4602,2290,0.00000665015710164552%
3445,2291,0.00000665055107609371%
3614,2292,0.00000665162504170625%
2895,2293,0.00000666689479226217%
2682,2294,0.00000666775992645410%
2315,2295,0.00000667260380221239%
1017,2296,0.00000667266790756233%
2967,2297,0.00000667891585282084%
4381,2298,0.00000668235903199953%
2354,2299,0.00000669019452331754%
3908,2300,0.00000669304766515015%
2495,2301,0.00000669455791485352%
5011,2302,0.00000670163498820640%
2779,2303,0.00000670632372972301%
985,2304,0.00000671281698924334%
916,2305,0.00000671281799924508%
3093,2306,0.00000673366505059885%
1672,2307,0.00000673491092961482%
3347,2308,0.00000673542060050599%
1020,2309,0.00000673683645802728%
3573,2310,0.00000673740045442945%
3183,2311,0.00000673767307946920%
610,2312,0.00000674076547302686%
4993,2313,0.00000674444789503556%
923,2314,0.00000674532982795594%
1530,2315,0.00000674942010295219%
2527,2316,0.00000676224769475416%
4782,2317,0.00000676482681287148%
1301,2318,0.00000676564783005234%
2415,2319,0.00000676716388251258%
4757,2320,0.00000676947110893086%
389,2321,0.00000677117023404577%
2237,2322,0.00000677561447495716%
1231,2323,0.00000678045226986840%
4488,2324,0.00000678760577109657%
2816,2325,0.00000679160639335067%
1775,2326,0.00000679593540526467%
719,2327,0.00000679728594406355%
849,2328,0.00000680656223120006%
895,2329,0.00000680964831640065%
1796,2330,0.00000681245894850589%
2109,2331,0.00000681425462034807%
2213,2332,0.00000682141864049543%
2978,2333,0.00000682196091341596%
788,2334,0.00000683236663073622%
2426,2335,0.00000683392219809062%
3555,2336,0.00000683469891246672%
434,2337,0.00000683511459856519%
4120,2338,0.00000683825843749590%
4884,2339,0.00000684508127464500%
2591,2340,0.00000684652829449326%
3291,2341,0.00000684726418217381%
3520,2342,0.00000684776915390203%
3446,2343,0.00000684777701638948%
1403,2344,0.00000684843925028936%
3418,2345,0.00000685494907363111%
4553,2346,0.00000685597777401330%
4111,2347,0.00000685868930751815%
3114,2348,0.00000686810348869859%
3997,2349,0.00000686926030981997%
4807,2350,0.00000687341921141601%
122,2351,0.00000687678224987295%
461,2352,0.00000688105004377124%
1327,2353,0.00000688972665103722%
241,2354,0.00000688990492508407%
4103,2355,0.00000689037916202790%
4382,2356,0.00000689044384936310%
3838,2357,0.00000690504298137367%
3282,2358,0.00000690528186759495%
2657,2359,0.00000690580363390139%
1323,2360,0.00000690771026257567%
1854,2361,0.00000691016076125799%
1558,2362,0.00000691388607679242%
2837,2363,0.00000691900131436001%
338,2364,0.00000692022417712095%
3524,2365,0.00000692286972817244%
3615,2366,0.00000693145500621046%
2520,2367,0.00000693305746951094%
2570,2368,0.00000693725548063937%
74,2369,0.00000694546856255717%
1942,2370,0.00000694774324429405%
334,2371,0.00000695302119603573%
1046,2372,0.00000695404904604268%
4211,2373,0.00000696265612847857%
4874,2374,0.00000696389768679106%
1227,2375,0.00000697661448785017%
154,2376,0.00000697774139639570%
1941,2377,0.00000697893180341728%
4899,2378,0.00000698174871076324%
4219,2379,0.00000698335654098453%
3222,2380,0.00000699640562986997%
803,2381,0.00000700084769712474%
4980,2382,0.00000700823810588081%
2395,2383,0.00000702436029728311%
3990,2384,0.00000702993599975719%
4964,2385,0.00000703077784843795%
3270,2386,0.00000703710831446641%
491,2387,0.00000704191915907520%
4972,2388,0.00000706211623226265%
1818,2389,0.00000706717356646029%
2745,2390,0.00000706733796130910%
4201,2391,0.00000707154432886922%
701,2392,0.00000707387774954513%
4619,2393,0.00000707640983075089%
1158,2394,0.00000708113661838451%
542,2395,0.00000708272785723826%
2743,2396,0.00000708543010925471%
812,2397,0.00000708824042904499%
4370,2398,0.00000709203771310177%
4662,2399,0.00000709598205841145%
1363,2400,0.00000710142965502958%
2705,2401,0.00000710589344820823%
3353,2402,0.00000710864957209913%
520,2403,0.00000711269316765089%
4019,2404,0.00000711739649384310%
1005,2405,0.00000712683859670244%
4564,2406,0.00000713087279143554%
1101,2407,0.00000713229483171156%
2135,2408,0.00000713410221527367%
3523,2409,0.00000713710236819239%
1311,2410,0.00000714345897935761%
4998,2411,0.00000714388438966259%
4694,2412,0.00000714685182258349%
3629,2413,0.00000714911439969850%
28,2414,0.00000715263979425835%
1395,2415,0.00000715751243767099%
3943,2416,0.00000716677544545152%
393,2417,0.00000717628903005807%
4427,2418,0.00000718360544081956%
935,2419,0.00000718524504593535%
4522,2420,0.00000719730861915829%
3980,2421,0.00000719865828643073%
4904,2422,0.00000720010399734749%
3843,2423,0.00000721986930462260%
616,2424,0.00000722124574425548%
222,2425,0.00000723044762182986%
4934,2426,0.00000723071143464375%
2499,2427,0.00000723189833069433%
57,2428,0.00000723532407437525%
4435,2429,0.00000724254313377556%
4096,2430,0.00000725105272167423%
1003,2431,0.00000725193781451536%
2235,2432,0.00000725354851658830%
1587,2433,0.00000725827296072008%
915,2434,0.00000725911327766110%
2803,2435,0.00000725960848803258%
1164,2436,0.00000726060818566323%
3192,2437,0.00000726126075573369%
2414,2438,0.00000726962082681003%
1801,2439,0.00000727140735575041%
3985,2440,0.00000727441961333066%
4948,2441,0.00000728299083893954%
1006,2442,0.00000729246025208847%
3273,2443,0.00000729928149039363%
3412,2444,0.00000730202903531951%
4660,2445,0.00000730233519424995%
939,2446,0.00000730235412358799%
2220,2447,0.00000730446788716884%
1868,2448,0.00000730453495348890%
4162,2449,0.00000730598148114518%
1479,2450,0.00000730986866426317%
1900,2451,0.00000731085679406968%
2147,2452,0.00000731241127257708%
4090,2453,0.00000731288685095417%
1147,2454,0.00000732364456650771%
1705,2455,0.00000732709755162843%
3925,2456,0.00000733515611397558%
164,2457,0.00000733553553073890%
2494,2458,0.00000733643857581816%
1719,2459,0.00000733651236476543%
2070,2460,0.00000733926215114773%
864,2461,0.00000734071791733312%
2129,2462,0.00000735401657623246%
4005,2463,0.00000735600166132788%
854,2464,0.00000735618747197527%
259,2465,0.00000736019432407803%
1639,2466,0.00000736824209063037%
811,2467,0.00000737299478937111%
3465,2468,0.00000737948123982391%
184,2469,0.00000738588712956577%
1708,2470,0.00000738825866253009%
4779,2471,0.00000738892111607282%
2447,2472,0.00000739140770893390%
4504,2473,0.00000739357494654119%
694,2474,0.00000739402786647848%
4136,2475,0.00000739631607728373%
2125,2476,0.00000739635037667360%
3339,2477,0.00000739705502456003%
1437,2478,0.00000740533441250292%
1309,2479,0.00000740996102800563%
1628,2480,0.00000741288023015396%
837,2481,0.00000742740832373300%
3786,2482,0.00000743921845545250%
2481,2483,0.00000744460036469213%
3757,2484,0.00000745896753046768%
2646,2485,0.00000745981911390709%
1673,2486,0.00000746115294383795%
2581,2487,0.00000746371817870447%
4424,2488,0.00000746437968899344%
410,2489,0.00000746521881512497%
4583,2490,0.00000746894459419407%
2828,2491,0.00000747035693918688%
720,2492,0.00000748151643448812%
2259,2493,0.00000748465749245488%
2956,2494,0.00000748632059201041%
1059,2495,0.00000749072113149455%
1815,2496,0.00000749680912358848%
2781,2497,0.00000750821503329927%
2256,2498,0.00000751055916244936%
1439,2499,0.00000751238240781326%
796,2500,0.00000751246367407288%
114,2501,0.00000751554695490948%
115,2502,0.00000751658633508758%
1947,2503,0.00000752189580669001%
4977,2504,0.00000752992117314855%
2566,2505,0.00000753133289333648%
4065,2506,0.00000753697052974779%
58,2507,0.00000754130715070727%
659,2508,0.00000754205643580755%
3014,2509,0.00000754905950171092%
3015,2510,0.00000755235788642855%
3657,2511,0.00000756127858973636%
4860,2512,0.00000756708982372521%
3207,2513,0.00000756774564942701%
2105,2514,0.00000757439052242631%
2950,2515,0.00000758154206892318%
321,2516,0.00000758373385000432%
2298,2517,0.00000758821284660840%
682,2518,0.00000759464346857728%
3826,2519,0.00000759541047538143%
4088,2520,0.00000760651126119223%
1378,2521,0.00000760660099445993%
2814,2522,0.00000760759362056536%
856,2523,0.00000761377694429253%
1234,2524,0.00000761885406568549%
416,2525,0.00000763865499218626%
666,2526,0.00000764236846603236%
4820,2527,0.00000765045456031712%
1702,2528,0.00000766069680597806%
2000,2529,0.00000766297664133631%
3553,2530,0.00000766568388286659%
3096,2531,0.00000767123593941040%
4366,2532,0.00000767150707972822%
4953,2533,0.00000767769964787309%
2843,2534,0.00000768055687484432%
3071,2535,0.00000768098973417749%
1637,2536,0.00000768682632790914%
4887,2537,0.00000769857373096960%
3142,2538,0.00000769947197430627%
4139,2539,0.00000770389869921990%
1055,2540,0.00000770844994648451%
667,2541,0.00000771033866096776%
699,2542,0.00000771386246522788%
509,2543,0.00000771740097918233%
2620,2544,0.00000771848002010201%
1379,2545,0.00000772052176433106%
548,2546,0.00000773074762094805%
4715,2547,0.00000773297887185681%
2179,2548,0.00000773578007705700%
696,2549,0.00000773739112599048%
3563,2550,0.00000774145970875790%
2798,2551,0.00000774751345281758%
4880,2552,0.00000774960779616723%
4146,2553,0.00000775939240054453%
61,2554,0.00000777000369643932%
